BikeID,Duration,Start date,End date,Start station number,Start_station,End station number,End station,Bike number,Member type
518591,552,01/01/2018 00:05,01/01/2018 00:14,31104,Adams Mill & Columbia Rd NW,31400,Georgia & New Hampshire Ave NW,W00886,Member
518592,1282,01/01/2018 00:14,01/01/2018 00:35,31321,15th St & Constitution Ave NW,31321,15th St & Constitution Ave NW,W01435,Casual
518593,1265,01/01/2018 00:14,01/01/2018 00:35,31321,15th St & Constitution Ave NW,31321,15th St & Constitution Ave NW,W21242,Casual
518594,578,01/01/2018 00:15,01/01/2018 00:25,31406,14th & Upshur St NW,31103,16th & Harvard St NW,W21322,Casual
518595,372,01/01/2018 00:18,01/01/2018 00:24,31618,4th & East Capitol St NE,31619,Lincoln Park / 13th & East Capitol St NE,W00119,Member
518596,369,01/01/2018 00:18,01/01/2018 00:24,31618,4th & East Capitol St NE,31619,Lincoln Park / 13th & East Capitol St NE,W21076,Member
518597,486,01/01/2018 00:19,01/01/2018 00:27,31042,Market Square / King St & Royal St,31098,King St Metro North / Cameron St,W21048,Member
518598,1615,01/01/2018 00:21,01/01/2018 00:48,31042,Market Square / King St & Royal St,31045,Commerce St & Fayette St,W21512,Member
518599,1598,01/01/2018 00:22,01/01/2018 00:48,31042,Market Square / King St & Royal St,31045,Commerce St & Fayette St,W23278,Member
518600,483,01/01/2018 00:22,01/01/2018 00:30,31115,Columbia Rd & Georgia Ave NW,31509,New Jersey Ave & R St NW,W21437,Member
518601,293,01/01/2018 00:23,01/01/2018 00:28,31646,Maine Ave & 9th St SW,31108,4th & M St SW,W00800,Member
518602,1014,01/01/2018 00:25,01/01/2018 00:42,31042,Market Square / King St & Royal St,31916,Potomac & Swann Ave,W22386,Member
518603,571,01/01/2018 00:26,01/01/2018 00:35,31602,Park Rd & Holmead Pl NW,31202,14th & R St NW,W00874,Member
518604,1281,01/01/2018 00:27,01/01/2018 00:48,31042,Market Square / King St & Royal St,31045,Commerce St & Fayette St,W01290,Member
518605,347,01/01/2018 00:28,01/01/2018 00:34,31114,18th St & Wyoming Ave NW,31202,14th & R St NW,W00112,Member
518606,717,01/01/2018 00:33,01/01/2018 00:45,31111,10th & U St NW,31285,22nd & P ST NW,W22760,Member
518607,710,01/01/2018 00:33,01/01/2018 00:45,31111,10th & U St NW,31285,22nd & P ST NW,W00604,Member
518608,1762,01/01/2018 00:34,01/01/2018 01:03,31041,Prince St & Union St,31918,Madison & Fairfax St,W22997,Casual
518609,288,01/01/2018 00:36,01/01/2018 00:41,31019,Wilson Blvd & N Edgewood St,31079,Lee Hwy & N Cleveland St,W01356,Member
518610,1579,01/01/2018 00:37,01/01/2018 01:03,31041,Prince St & Union St,31918,Madison & Fairfax St,W20613,Casual
518611,542,01/01/2018 00:37,01/01/2018 00:46,31103,16th & Harvard St NW,31111,10th & U St NW,W00621,Member
518612,407,01/01/2018 00:37,01/01/2018 00:44,31116,California St & Florida Ave NW,31203,14th & Rhode Island Ave NW,W23304,Member
518613,288,01/01/2018 00:38,01/01/2018 00:43,31114,18th St & Wyoming Ave NW,31299,Connecticut Ave & R St NW,W21968,Member
518614,189,01/01/2018 00:39,01/01/2018 00:42,31278,18th & R St NW,31114,18th St & Wyoming Ave NW,W23285,Member
518615,570,01/01/2018 00:39,01/01/2018 00:48,31114,Start station,31201,15th & P St NW,W00335,Member
518616,1407,01/01/2018 00:40,01/01/2018 01:03,31041,Prince St & Union St,31918,Madison & Fairfax St,W22889,Casual
518617,326,01/01/2018 00:42,01/01/2018 00:47,31113,Columbia Rd & Belmont St NW,31101,14th & V St NW,W20488,Member
518618,437,01/01/2018 00:42,01/01/2018 00:49,31101,14th & V St NW,31286,11th & O St NW,W22490,Member
518619,1013,01/01/2018 00:43,01/01/2018 01:00,31916,Potomac & Swann Ave,31008,12th & Army Navy Dr,W20429,Member
518620,923,01/01/2018 00:50,01/01/2018 01:05,31205,21st & I St NW,31266,11th & M St NW,W22187,Member
518621,547,01/01/2018 00:52,01/01/2018 01:01,31041,Prince St & Union St,31048,King St Metro South,W22488,Member
518622,1017,01/01/2018 00:53,01/01/2018 01:10,31122,16th & Irving St NW,31505,Eckington Pl & Q St NE,W22568,Member
518623,273,01/01/2018 00:54,01/01/2018 00:58,31117,15th & Euclid St  NW,31126,11th & Girard St NW,W23086,Member
518624,928,01/01/2018 00:59,01/01/2018 01:15,31118,3rd & Elm St NW,31110,20th St & Florida Ave NW,W20034,Member
518625,383,01/01/2018 01:03,01/01/2018 01:09,31101,14th & V St NW,31114,18th St & Wyoming Ave NW,W23220,Member
518626,402,01/01/2018 01:04,01/01/2018 01:11,31265,5th St & Massachusetts Ave NW,31281,8th & O St NW,W22203,Member
518627,271,01/01/2018 01:06,01/01/2018 01:10,31223,Convention Center / 7th & M St NW,31600,5th & K St NW,W22918,Member
518628,259,01/01/2018 01:06,01/01/2018 01:10,31223,Convention Center / 7th & M St NW,31600,5th & K St NW,W23002,Member
518629,436,01/01/2018 01:07,01/01/2018 01:15,31035,N Quincy St & Glebe Rd,31049,Utah St & 11th St N,W21609,Member
518630,327,01/01/2018 01:08,01/01/2018 01:13,31601,19th & East Capitol St SE,31630,15th & East Capitol St NE,W20817,Member
518631,1402,01/01/2018 01:10,01/01/2018 01:33,31109,7th & T St NW,31298,15th & M St NW,W22209,Casual
518632,1384,01/01/2018 01:10,01/01/2018 01:33,31109,7th & T St NW,31298,15th & M St NW,W20011,Casual
518633,253,01/01/2018 01:11,01/01/2018 01:15,31282,16th & R St NW,31101,14th & V St NW,W00345,Member
518634,351,01/01/2018 01:12,01/01/2018 01:17,31047,Braddock Rd Metro,31083,Potomac Greens Dr & Slaters Ln,W21881,Member
518635,351,01/01/2018 01:12,01/01/2018 01:18,31047,Braddock Rd Metro,31083,Potomac Greens Dr & Slaters Ln,W22057,Member
518636,281,01/01/2018 01:13,01/01/2018 01:18,31623,Columbus Circle / Union Station,31618,4th & East Capitol St NE,W20918,Member
518637,773,01/01/2018 01:15,01/01/2018 01:28,31105,14th & Harvard St NW,31203,14th & Rhode Island Ave NW,W21642,Member
518638,202,01/01/2018 01:17,01/01/2018 01:20,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31607,14th & D St SE,W22830,Member
518639,1363,01/01/2018 01:17,01/01/2018 01:40,31401,14th St & Spring Rd NW,31401,14th St & Spring Rd NW,W21450,Member
518640,415,01/01/2018 01:20,01/01/2018 01:27,32024,Fenton St & Gist Ave,32025,Carroll & Westmoreland Ave,W22384,Member
518641,167,01/01/2018 01:21,01/01/2018 01:24,31007,Crystal City Metro / 18th & Bell St,31013,Eads & 22nd St S,W22462,Member
518642,554,01/01/2018 01:23,01/01/2018 01:32,31114,18th St & Wyoming Ave NW,31241,Thomas Circle,W20653,Member
518643,202,01/01/2018 01:25,01/01/2018 01:28,31263,10th & K St NW,31600,5th & K St NW,W01094,Member
518644,691,01/01/2018 01:25,01/01/2018 01:36,31285,22nd & P ST NW,31281,8th & O St NW,W20753,Member
518645,345,01/01/2018 01:27,01/01/2018 01:33,31218,L'Enfant Plaza / 7th & C St SW,31108,4th & M St SW,W01025,Member
518646,989,01/01/2018 01:27,01/01/2018 01:44,31107,Lamont & Mt Pleasant NW,31118,3rd & Elm St NW,W20953,Member
518647,652,01/01/2018 01:28,01/01/2018 01:39,31042,Market Square / King St & Royal St,31098,King St Metro North / Cameron St,W00962,Casual
518648,641,01/01/2018 01:28,01/01/2018 01:39,31042,Market Square / King St & Royal St,31098,King St Metro North / Cameron St,W20732,Casual
518649,551,01/01/2018 01:36,01/01/2018 01:45,32014,Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir,31310,Connecticut & Nebraska Ave NW,W20731,Member
518650,258,01/01/2018 01:37,01/01/2018 01:41,31048,King St Metro South,31082,Eisenhower Ave & Mill Race Ln,W23081,Member
518651,568,01/01/2018 01:38,01/01/2018 01:48,31266,11th & M St NW,31229,New Hampshire Ave & T St NW,W20573,Member
518652,638,01/01/2018 01:38,01/01/2018 01:49,31230,Metro Center / 12th & G St NW,31636,New Jersey Ave & N St NW/Dunbar HS,W20931,Member
518653,214,01/01/2018 01:39,01/01/2018 01:42,31200,Massachusetts Ave & Dupont Circle NW,31128,23rd & M St NW,W20318,Member
518654,1165,01/01/2018 01:39,01/01/2018 01:58,31503,Florida Ave & R St NW,31112,Harvard St & Adams Mill Rd NW,W01314,Member
518655,304,01/01/2018 01:41,01/01/2018 01:46,31115,Columbia Rd & Georgia Ave NW,31109,7th & T St NW,W00382,Member
518656,541,01/01/2018 01:41,01/01/2018 01:50,31268,12th & U St NW,31202,14th & R St NW,W00756,Casual
518657,564,01/01/2018 01:41,01/01/2018 01:51,31506,1st & Rhode Island Ave NW,31281,8th & O St NW,W01499,Member
518658,517,01/01/2018 01:41,01/01/2018 01:50,31268,12th & U St NW,31202,14th & R St NW,W20337,Casual
518659,384,01/01/2018 01:43,01/01/2018 01:50,31270,8th & D St NW,31244,4th & E St SW,W22679,Member
518660,1082,01/01/2018 01:46,01/01/2018 02:04,31636,New Jersey Ave & N St NW/Dunbar HS,31614,11th & H St NE,W00141,Member
518661,212,01/01/2018 01:47,01/01/2018 01:50,31280,11th & S St NW,31266,11th & M St NW,W21180,Member
518662,193,01/01/2018 01:47,01/01/2018 01:50,31278,18th & R St NW,31116,California St & Florida Ave NW,W00246,Member
518663,494,01/01/2018 01:49,01/01/2018 01:57,31623,Columbus Circle / Union Station,31605,3rd & D St SE,W21800,Casual
518664,302,01/01/2018 01:51,01/01/2018 01:56,31201,15th & P St NW,31268,12th & U St NW,w00583,Member
518665,463,01/01/2018 01:53,01/01/2018 02:01,31620,5th & F St NW,31244,4th & E St SW,W00407,Casual
518666,4187,01/01/2018 01:53,01/01/2018 03:03,31507,1st & Washington Hospital Center NW,31645,6th & K St NE,W00880,Casual
518667,234,01/01/2018 01:53,01/01/2018 01:57,31618,4th & East Capitol St NE,31612,D St & Maryland Ave NE,W21782,Casual
518668,642,01/01/2018 01:54,01/01/2018 02:04,31646,Maine Ave & 9th St SW,31232,7th & F St NW / National Portrait Gallery,W01345,Member
518669,338,01/01/2018 01:55,01/01/2018 02:00,31101,14th & V St NW,31117,15th & Euclid St  NW,W00918,Member
518670,1304,01/01/2018 01:56,01/01/2018 02:18,31104,Adams Mill & Columbia Rd NW,31519,1st & O St NW,W22509,Member
518671,56280,01/01/2018 01:56,01/01/2018 17:34,31245,7th & R St NW / Shaw Library,31119,14th & Belmont St NW,W22902,Casual
518672,722,01/01/2018 01:57,01/01/2018 02:09,31283,14th & L St NW,31638,1st & H St NW,W21007,Member
518673,1186,01/01/2018 01:57,01/01/2018 02:17,31300,Van Ness Metro / UDC,31214,17th & Corcoran St NW,W01139,Member
518674,273,01/01/2018 02:00,01/01/2018 02:04,31203,14th & Rhode Island Ave NW,31266,11th & M St NW,W21642,Member
518675,428,01/01/2018 02:00,01/01/2018 02:07,31615,6th & H St NE,31618,4th & East Capitol St NE,W21962,Member
518676,124,01/01/2018 02:01,01/01/2018 02:03,31214,17th & Corcoran St NW,31229,New Hampshire Ave & T St NW,W00515,Member
518677,209,01/01/2018 02:02,01/01/2018 02:05,31606,Potomac & Pennsylvania Ave SE,31626,15th St & Massachusetts Ave SE,W20942,Member
518678,348,01/01/2018 02:02,01/01/2018 02:08,31282,16th & R St NW,31285,22nd & P ST NW,W22596,Member
518679,519,01/01/2018 02:02,01/01/2018 02:11,31294,7th & E St SW,31634,3rd & Tingey St SE,W22837,Member
518680,1451,01/01/2018 02:03,01/01/2018 02:27,31200,Massachusetts Ave & Dupont Circle NW,31602,Park Rd & Holmead Pl NW,W21168,Casual
518681,875,01/01/2018 02:03,01/01/2018 02:17,31118,3rd & Elm St NW,31401,14th St & Spring Rd NW,W20953,Member
518682,1438,01/01/2018 02:03,01/01/2018 02:27,31200,Massachusetts Ave & Dupont Circle NW,31602,Park Rd & Holmead Pl NW,W21556,Casual
518683,179,01/01/2018 02:05,01/01/2018 02:08,31234,20th & O St NW / Dupont South,31128,23rd & M St NW,W00428,Member
518684,368,01/01/2018 02:05,01/01/2018 02:11,31600,5th & K St NW,31603,1st & M St NE,W22330,Member
518685,533,01/01/2018 02:06,01/01/2018 02:15,31243,4th & C St SW,31628,1st & K St SE,W21360,Casual
518686,522,01/01/2018 02:06,01/01/2018 02:15,31243,4th & C St SW,31628,1st & K St SE,W22796,Casual
518687,475,01/01/2018 02:09,01/01/2018 02:16,31636,New Jersey Ave & N St NW/Dunbar HS,31266,11th & M St NW,W20862,Member
518688,296,01/01/2018 02:10,01/01/2018 02:15,31228,8th & H St NW,31251,12th & L St NW,W00437,Member
518689,257,01/01/2018 02:12,01/01/2018 02:17,31111,10th & U St NW,31202,14th & R St NW,W21679,Member
518690,886,01/01/2018 02:13,01/01/2018 02:28,31616,3rd & H St NE,31607,14th & D St SE,W22987,Member
518691,420,01/01/2018 02:14,01/01/2018 02:21,31203,14th & Rhode Island Ave NW,31281,8th & O St NW,W00049,Member
518692,330,01/01/2018 02:16,01/01/2018 02:22,31030,Lee Hwy & N Adams St,31016,Clarendon Blvd & Pierce St,W22094,Casual
518693,171,01/01/2018 02:18,01/01/2018 02:21,31114,18th St & Wyoming Ave NW,31110,20th St & Florida Ave NW,W21501,Casual
518694,705,01/01/2018 02:18,01/01/2018 02:30,31109,7th & T St NW,31110,20th St & Florida Ave NW,W21822,Member
518695,636,01/01/2018 02:18,01/01/2018 02:29,31109,7th & T St NW,31500,4th & W St NE,W23182,Member
518696,577,01/01/2018 02:18,01/01/2018 02:28,31223,Convention Center / 7th & M St NW,31282,16th & R St NW,W00179,Member
518697,210,01/01/2018 02:19,01/01/2018 02:22,31114,18th St & Wyoming Ave NW,31116,California St & Florida Ave NW,W21107,Casual
518698,621,01/01/2018 02:20,01/01/2018 02:30,31126,11th & Girard St NW,31214,17th & Corcoran St NW,W00786,Member
518699,276,01/01/2018 02:27,01/01/2018 02:31,31113,Columbia Rd & Belmont St NW,31103,16th & Harvard St NW,W00189,Member
518700,340,01/01/2018 02:27,01/01/2018 02:33,31286,11th & O St NW,31282,16th & R St NW,W00270,Member
518701,513,01/01/2018 02:27,01/01/2018 02:36,31616,3rd & H St NE,31512,Neal St & Trinidad Ave NE,W21707,Member
518702,171,01/01/2018 02:31,01/01/2018 02:34,31280,11th & S St NW,31266,11th & M St NW,W22082,Member
518703,643,01/01/2018 02:39,01/01/2018 02:49,31116,California St & Florida Ave NW,31266,11th & M St NW,W00246,Member
518704,593,01/01/2018 02:39,01/01/2018 02:49,31239,Rhode Island & Connecticut Ave NW,31245,7th & R St NW / Shaw Library,W22098,Member
518705,756,01/01/2018 02:43,01/01/2018 02:55,31124,14th & Irving St NW,31509,New Jersey Ave & R St NW,W22721,Member
518706,603,01/01/2018 02:45,01/01/2018 02:55,31103,16th & Harvard St NW,31111,10th & U St NW,W21422,Member
518707,436,01/01/2018 02:46,01/01/2018 02:53,31256,10th & E St NW,31244,4th & E St SW,W22394,Member
518708,183,01/01/2018 02:53,01/01/2018 02:56,31221,18th & M St NW,31212,21st & M St NW,W00554,Member
518709,521,01/01/2018 02:57,01/01/2018 03:06,31114,18th St & Wyoming Ave NW,31109,7th & T St NW,W23285,Member
518710,231,01/01/2018 02:58,01/01/2018 03:02,31602,Park Rd & Holmead Pl NW,31107,Lamont & Mt Pleasant NW,W20583,Member
518711,1414,01/01/2018 03:06,01/01/2018 03:29,31125,15th & W St NW,31517,Union Market/6th St & Neal Pl NE,W21685,Member
518712,356,01/01/2018 03:18,01/01/2018 03:24,31645,6th & K St NE,31612,D St & Maryland Ave NE,W01190,Member
518713,345,01/01/2018 03:18,01/01/2018 03:24,31645,6th & K St NE,31612,D St & Maryland Ave NE,W23125,Member
518714,558,01/01/2018 03:19,01/01/2018 03:28,31114,18th St & Wyoming Ave NW,31109,7th & T St NW,W01313,Member
518715,123,01/01/2018 03:23,01/01/2018 03:25,31119,14th & Belmont St NW,31101,14th & V St NW,W22451,Casual
518716,784,01/01/2018 03:34,01/01/2018 03:47,31908,Radford & Osage St,31056,S Troy St & 26th St S,W23101,Member
518717,376,01/01/2018 03:46,01/01/2018 03:52,31241,Thomas Circle,31600,5th & K St NW,W20653,Member
518718,1248,01/01/2018 03:48,01/01/2018 04:09,31056,S Troy St & 26th St S,31001,18th & Eads St.,W23101,Member
518719,313,01/01/2018 03:53,01/01/2018 03:58,31602,Park Rd & Holmead Pl NW,31115,Columbia Rd & Georgia Ave NW,W01257,Member
518720,1018,01/01/2018 04:10,01/01/2018 04:27,31001,18th & Eads St.,31910,Potomac Ave & Main Line Blvd,W23101,Member
518721,1626,01/01/2018 04:11,01/01/2018 04:38,31229,New Hampshire Ave & T St NW,31108,4th & M St SW,W00515,Member
518722,273,01/01/2018 04:13,01/01/2018 04:18,31610,Eastern Market / 7th & North Carolina Ave SE,31619,Lincoln Park / 13th & East Capitol St NE,W20975,Member
518723,282,01/01/2018 04:14,01/01/2018 04:19,31610,Eastern Market / 7th & North Carolina Ave SE,31619,Lincoln Park / 13th & East Capitol St NE,W22505,Member
518724,860,01/01/2018 04:21,01/01/2018 04:35,31121,Calvert St & Woodley Pl NW,31277,17th & G St NW,W21263,Member
518725,713,01/01/2018 04:27,01/01/2018 04:39,31910,Potomac Ave & Main Line Blvd,31098,King St Metro North / Cameron St,W23101,Member
518726,170,01/01/2018 04:33,01/01/2018 04:36,31267,17th St & Massachusetts Ave NW,31278,18th & R St NW,W20946,Member
518727,972,01/01/2018 04:38,01/01/2018 04:54,32063,Amherst Ave & Elkins St,32063,Amherst Ave & Elkins St,W00771,Casual
518728,945,01/01/2018 04:38,01/01/2018 04:54,32063,Amherst Ave & Elkins St,32063,Amherst Ave & Elkins St,W21190,Casual
518729,1149,01/01/2018 04:39,01/01/2018 04:58,31098,King St Metro North / Cameron St,31908,Radford & Osage St,W23101,Member
518730,1165,01/01/2018 04:47,01/01/2018 05:07,31231,14th & D St NW / Ronald Reagan Building,31615,6th & H St NE,W22159,Member
518731,1392,01/01/2018 04:49,01/01/2018 05:13,31627,3rd & M St NE,31627,3rd & M St NE,W01149,Member
518732,876,01/01/2018 05:03,01/01/2018 05:18,31119,14th & Belmont St NW,31621,4th & D St NW / Judiciary Square,W20682,Member
518733,6532,01/01/2018 05:11,01/01/2018 07:00,31037,Ballston Metro / N Stuart & 9th St N,31098,King St Metro North / Cameron St,W22211,Casual
518734,6474,01/01/2018 05:11,01/01/2018 06:59,31037,Ballston Metro / N Stuart & 9th St N,31098,King St Metro North / Cameron St,W20478,Casual
518735,143,01/01/2018 05:30,01/01/2018 05:32,31102,11th & Kenyon St NW,31126,11th & Girard St NW,W21074,Member
518736,718,01/01/2018 05:38,01/01/2018 05:50,31513,Rhode Island Ave & V St NE,31645,6th & K St NE,W22127,Member
518737,785,01/01/2018 05:40,01/01/2018 05:53,31223,Convention Center / 7th & M St NW,31632,15th & F St NE,W20050,Casual
518738,239,01/01/2018 05:44,01/01/2018 05:48,31636,New Jersey Ave & N St NW/Dunbar HS,31600,5th & K St NW,W23372,Member
518739,1135,01/01/2018 05:51,01/01/2018 06:10,31400,Georgia & New Hampshire Ave NW,31275,New Hampshire Ave & 24th St NW,W00886,Member
518740,1250,01/01/2018 06:07,01/01/2018 06:28,31309,Fessenden St & Wisconsin Ave NW,31307,3000 Connecticut Ave NW / National Zoo,W20386,Member
518741,527,01/01/2018 06:22,01/01/2018 06:31,31267,17th St & Massachusetts Ave NW,31275,New Hampshire Ave & 24th St NW,W21093,Member
518742,425,01/01/2018 06:26,01/01/2018 06:33,31307,3000 Connecticut Ave NW / National Zoo,31300,Van Ness Metro / UDC,W22397,Member
518743,861,01/01/2018 06:32,01/01/2018 06:47,31512,Neal St & Trinidad Ave NE,31600,5th & K St NW,W21707,Member
518744,551,01/01/2018 06:33,01/01/2018 06:42,31203,14th & Rhode Island Ave NW,31257,22nd & I St NW / Foggy Bottom,W22742,Member
518745,554,01/01/2018 06:33,01/01/2018 06:43,31203,14th & Rhode Island Ave NW,31257,22nd & I St NW / Foggy Bottom,W20973,Member
518746,419,01/01/2018 06:41,01/01/2018 06:48,31623,Columbus Circle / Union Station,31632,15th & F St NE,W22697,Member
518747,413,01/01/2018 06:50,01/01/2018 06:57,31600,5th & K St NW,31291,Vermont Ave & I St NW,W22918,Member
518748,689,01/01/2018 06:56,01/01/2018 07:07,31631,8th & F St NE,31209,1st & N St  SE,W21887,Member
518749,603,01/01/2018 07:11,01/01/2018 07:21,31266,11th & M St NW,31624,North Capitol St & F St NW,W00246,Member
518750,260,01/01/2018 07:16,01/01/2018 07:20,31285,22nd & P ST NW,31275,New Hampshire Ave & 24th St NW,W22596,Member
518751,691,01/01/2018 07:21,01/01/2018 07:32,31307,3000 Connecticut Ave NW / National Zoo,31103,16th & Harvard St NW,W21520,Member
518752,1629,01/01/2018 07:22,01/01/2018 07:49,31230,Metro Center / 12th & G St NW,31230,Metro Center / 12th & G St NW,W23197,Casual
518753,279,01/01/2018 07:25,01/01/2018 07:30,31506,1st & Rhode Island Ave NW,31506,1st & Rhode Island Ave NW,W23311,Member
518754,440,01/01/2018 07:29,01/01/2018 07:36,31123,14th & Girard St NW,31201,15th & P St NW,W20040,Member
518755,129,01/01/2018 07:31,01/01/2018 07:34,31237,25th St & Pennsylvania Ave NW,31128,23rd & M St NW,W21043,Member
518756,1282,01/01/2018 07:33,01/01/2018 07:54,31053,Columbia Pike & S Courthouse Rd,31235,19th St & Constitution Ave NW,W21982,Member
518757,538,01/01/2018 07:50,01/01/2018 07:59,31113,Columbia Rd & Belmont St NW,31280,11th & S St NW,W23247,Member
518758,332,01/01/2018 07:54,01/01/2018 08:00,31235,19th St & Constitution Ave NW,31231,14th & D St NW / Ronald Reagan Building,W21982,Member
518759,1156,01/01/2018 07:55,01/01/2018 08:14,31507,1st & Washington Hospital Center NW,31611,13th & H St NE,W23359,Member
518760,1088,01/01/2018 08:05,01/01/2018 08:23,31619,Lincoln Park / 13th & East Capitol St NE,31227,13th St & New York Ave NW,W23377,Member
518761,229,01/01/2018 08:11,01/01/2018 08:15,31116,California St & Florida Ave NW,31104,Adams Mill & Columbia Rd NW,W00661,Member
518762,7797,01/01/2018 08:14,01/01/2018 10:24,31297,Virginia Ave & 25th St NW,31225,C & O Canal & Wisconsin Ave NW,W22725,Member
518763,322,01/01/2018 08:20,01/01/2018 08:25,31278,18th & R St NW,31250,20th & L St NW,W20946,Member
518764,1129,01/01/2018 08:21,01/01/2018 08:40,31519,1st & O St NW,31275,New Hampshire Ave & 24th St NW,W00454,Member
518765,629,01/01/2018 08:31,01/01/2018 08:42,31201,15th & P St NW,31246,M St & Pennsylvania Ave NW,W23394,Member
518766,958,01/01/2018 08:32,01/01/2018 08:48,31628,1st & K St SE,31227,13th St & New York Ave NW,W21360,Member
518767,263,01/01/2018 08:37,01/01/2018 08:41,31274,10th & G St NW,31604,3rd & H St NW,W20711,Member
518768,391,01/01/2018 08:37,01/01/2018 08:43,31622,13th & D St NE,31612,D St & Maryland Ave NE,W23326,Member
518769,1205,01/01/2018 08:37,01/01/2018 08:57,31405,Georgia Ave & Emerson St NW,31407,14th St & Colorado Ave NW,W21654,Member
518770,762,01/01/2018 08:48,01/01/2018 09:01,31513,Rhode Island Ave & V St NE,31221,18th & M St NW,W22171,Member
518771,331,01/01/2018 08:49,01/01/2018 08:55,31280,11th & S St NW,31278,18th & R St NW,W23247,Member
518772,219,01/01/2018 08:53,01/01/2018 08:57,31239,Rhode Island & Connecticut Ave NW,31241,Thomas Circle,W00085,Member
518773,272,01/01/2018 08:53,01/01/2018 08:58,31400,Georgia & New Hampshire Ave NW,31115,Columbia Rd & Georgia Ave NW,W22703,Member
518774,350,01/01/2018 08:55,01/01/2018 09:00,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31619,Lincoln Park / 13th & East Capitol St NE,W20248,Member
518775,1454,01/01/2018 08:57,01/01/2018 09:21,31241,Thomas Circle,31617,Bladensburg Rd & Benning Rd NE,W00085,Member
518776,110,01/01/2018 08:58,01/01/2018 09:00,31229,New Hampshire Ave & T St NW,31214,17th & Corcoran St NW,W01271,Member
518777,248,01/01/2018 08:58,01/01/2018 09:03,31104,Adams Mill & Columbia Rd NW,31116,California St & Florida Ave NW,W00661,Member
518778,121,01/01/2018 08:59,01/01/2018 09:01,31616,3rd & H St NE,31615,6th & H St NE,W23142,Member
518779,103,01/01/2018 09:04,01/01/2018 09:06,31123,14th & Girard St NW,31117,15th & Euclid St  NW,W21113,Member
518780,225,01/01/2018 09:07,01/01/2018 09:11,31622,13th & D St NE,31612,D St & Maryland Ave NE,W00533,Member
518781,1035,01/01/2018 09:11,01/01/2018 09:28,31508,Gallaudet / 8th St & Florida Ave NE,31203,14th & Rhode Island Ave NW,W22648,Member
518782,488,01/01/2018 09:11,01/01/2018 09:19,31102,11th & Kenyon St NW,31229,New Hampshire Ave & T St NW,W21370,Member
518783,476,01/01/2018 09:11,01/01/2018 09:19,31102,11th & Kenyon St NW,31229,New Hampshire Ave & T St NW,W23286,Member
518784,938,01/01/2018 09:11,01/01/2018 09:27,31115,Columbia Rd & Georgia Ave NW,31270,8th & D St NW,W23406,Member
518785,489,01/01/2018 09:13,01/01/2018 09:21,31645,6th & K St NE,31265,5th St & Massachusetts Ave NW,W01005,Member
518786,369,01/01/2018 09:17,01/01/2018 09:23,31300,Van Ness Metro / UDC,31307,3000 Connecticut Ave NW / National Zoo,W22397,Member
518787,366,01/01/2018 09:23,01/01/2018 09:29,31221,18th & M St NW,31110,20th St & Florida Ave NW,W21750,Member
518788,84049,01/01/2018 09:25,02/01/2018 08:46,31214,17th & Corcoran St NW,31229,New Hampshire Ave & T St NW,W21384,Member
518789,3578,01/01/2018 09:26,01/01/2018 10:25,31212,21st & M St NW,31212,21st & M St NW,W21334,Casual
518790,321,01/01/2018 09:26,01/01/2018 09:32,31233,17th & K St NW / Farragut Square,31214,17th & Corcoran St NW,W22946,Member
518791,772,01/01/2018 09:27,01/01/2018 09:40,31069,Pershing & N George Mason Dr,31022,Clarendon Metro / Wilson Blvd & N Highland St,W23065,Member
518792,492,01/01/2018 09:27,01/01/2018 09:35,31266,11th & M St NW,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W22187,Member
518793,119,01/01/2018 09:29,01/01/2018 09:31,31202,14th & R St NW,31203,14th & Rhode Island Ave NW,W22336,Member
518794,252,01/01/2018 09:32,01/01/2018 09:37,31280,11th & S St NW,31214,17th & Corcoran St NW,W00108,Member
518795,547,01/01/2018 09:32,01/01/2018 09:42,31280,11th & S St NW,31281,8th & O St NW,W21604,Member
518796,816,01/01/2018 09:33,01/01/2018 09:46,31628,1st & K St SE,31624,North Capitol St & F St NW,W20852,Member
518797,633,01/01/2018 09:34,01/01/2018 09:45,31203,14th & Rhode Island Ave NW,31246,M St & Pennsylvania Ave NW,W22336,Member
518798,322,01/01/2018 09:36,01/01/2018 09:42,31519,1st & O St NW,31281,8th & O St NW,W01083,Member
518799,418,01/01/2018 09:40,01/01/2018 09:47,31224,19th & L St NW,31278,18th & R St NW,W21628,Member
518800,1301,01/01/2018 09:43,01/01/2018 10:04,31800,Alabama & MLK Ave SE,31800,Alabama & MLK Ave SE,W21690,Member
518801,230,01/01/2018 09:46,01/01/2018 09:50,31299,Connecticut Ave & R St NW,31239,Rhode Island & Connecticut Ave NW,W21246,Member
518802,286,01/01/2018 09:47,01/01/2018 09:51,31600,5th & K St NW,31281,8th & O St NW,W20631,Member
518803,292,01/01/2018 09:49,01/01/2018 09:54,31101,14th & V St NW,31109,7th & T St NW,W22878,Member
518804,776,01/01/2018 09:51,01/01/2018 10:04,31286,11th & O St NW,31272,Washington & Independence Ave SW/HHS,W00633,Member
