BikeID,Duration,Start date,End date,Start station number,,End station number,End station,Bike number,Member type
528824,1074,01/01/2018 10:19,01/01/2018 10:37,31200,Massachusetts Ave & Dupont Circle NW,31616,3rd & H St NE,W23022,Member
528825,87,01/01/2018 10:21,01/01/2018 10:23,31119,14th & Belmont St NW,31101,14th & V St NW,W21361,Member
528826,191,01/01/2018 10:22,01/01/2018 10:25,31612,D St & Maryland Ave NE,31623,Columbus Circle / Union Station,W01190,Member
528827,3159,01/01/2018 10:22,01/01/2018 11:14,31403,5th & Kennedy St NW,31404,9th & Upshur St NW,W01215,Member
528828,322,01/01/2018 10:23,01/01/2018 10:29,31602,Park Rd & Holmead Pl NW,31119,14th & Belmont St NW,W21168,Member
528829,303,01/01/2018 10:24,01/01/2018 10:29,31089,Court House Metro / 15th & N Uhle St,31021,Clarendon Blvd & N Fillmore St,W00367,Member
528830,291,01/01/2018 10:24,01/01/2018 10:29,31089,Court House Metro / 15th & N Uhle St,31021,Clarendon Blvd & N Fillmore St,W20917,Member
528831,314,01/01/2018 10:24,01/01/2018 10:29,31645,6th & K St NE,31641,2nd St & Massachusetts Ave NE,W22815,Member
528832,393,01/01/2018 10:25,01/01/2018 10:31,31202,14th & R St NW,31212,21st & M St NW,W20337,Member
528833,2246,01/01/2018 10:25,01/01/2018 11:02,31225,C & O Canal & Wisconsin Ave NW,31400,Georgia & New Hampshire Ave NW,W20618,Member
528834,1023,01/01/2018 10:27,01/01/2018 10:44,31616,3rd & H St NE,31321,15th St & Constitution Ave NW,W23009,Member
528835,1045,01/01/2018 10:27,01/01/2018 10:44,31616,3rd & H St NE,31321,15th St & Constitution Ave NW,W01361,Casual
528836,1192,01/01/2018 10:29,01/01/2018 10:49,31519,1st & O St NW,31708,Anacostia Ave & Benning Rd NE / River Terrace,W01384,Member
528837,321,01/01/2018 10:30,01/01/2018 10:35,31229,New Hampshire Ave & T St NW,31213,17th & K St NW,W21370,Member
528838,390,01/01/2018 10:31,01/01/2018 10:37,31221,18th & M St NW,31229,New Hampshire Ave & T St NW,W00829,Member
528839,419,01/01/2018 10:32,01/01/2018 10:39,31245,7th & R St NW / Shaw Library,31241,Thomas Circle,W22608,Member
528840,209,01/01/2018 10:33,01/01/2018 10:37,31201,15th & P St NW,31278,18th & R St NW,W20371,Member
528841,566,01/01/2018 10:33,01/01/2018 10:43,31902,Wilson Blvd & N Illinois St,31037,Ballston Metro / N Stuart & 9th St N,W22200,Member
528842,365,01/01/2018 10:34,01/01/2018 10:40,31111,10th & U St NW,31282,16th & R St NW,W20649,Member
528843,197,01/01/2018 10:34,01/01/2018 10:37,31629,8th & East Capitol St NE,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W23337,Member
528844,179,01/01/2018 10:34,01/01/2018 10:37,31629,8th & East Capitol St NE,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W22528,Member
528845,542,01/01/2018 10:34,01/01/2018 10:43,31506,1st & Rhode Island Ave NW,31202,14th & R St NW,W20463,Member
528846,1012,01/01/2018 10:35,01/01/2018 10:52,31632,15th & F St NE,31262,11th & F St NW,W22697,Member
528847,566,01/01/2018 10:36,01/01/2018 10:46,31265,5th St & Massachusetts Ave NW,31645,6th & K St NE,W01005,Member
528848,788,01/01/2018 10:37,01/01/2018 10:50,31102,11th & Kenyon St NW,31230,Metro Center / 12th & G St NW,W21366,Member
528849,467,01/01/2018 10:40,01/01/2018 10:48,31503,Florida Ave & R St NW,31281,8th & O St NW,W22823,Member
528850,450,01/01/2018 10:41,01/01/2018 10:49,31200,Massachusetts Ave & Dupont Circle NW,31312,Wisconsin Ave & O St NW,W00417,Member
528851,236,01/01/2018 10:44,01/01/2018 10:48,31116,California St & Florida Ave NW,31229,New Hampshire Ave & T St NW,W22775,Member
528852,463,01/01/2018 10:46,01/01/2018 10:53,31121,Calvert St & Woodley Pl NW,31114,18th St & Wyoming Ave NW,W21942,Member
528853,458,01/01/2018 10:46,01/01/2018 10:53,31121,Calvert St & Woodley Pl NW,31114,18th St & Wyoming Ave NW,W22907,Member
528854,275,01/01/2018 10:46,01/01/2018 10:51,31506,1st & Rhode Island Ave NW,31109,7th & T St NW,W21155,Casual
528855,434,01/01/2018 10:47,01/01/2018 10:54,31103,16th & Harvard St NW,31201,15th & P St NW,W01467,Member
528856,4232,01/01/2018 10:48,01/01/2018 11:59,31108,4th & M St SW,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,W23407,Member
528857,455,01/01/2018 10:49,01/01/2018 10:56,31268,12th & U St NW,31278,18th & R St NW,W21557,Member
528858,4185,01/01/2018 10:49,01/01/2018 11:59,31108,4th & M St SW,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,W23264,Member
528859,196,01/01/2018 10:50,01/01/2018 10:53,31117,15th & Euclid St  NW,31122,16th & Irving St NW,W21766,Member
528860,952,01/01/2018 10:52,01/01/2018 11:08,31107,Lamont & Mt Pleasant NW,31107,Lamont & Mt Pleasant NW,W20583,Casual
528861,454,01/01/2018 10:52,01/01/2018 11:00,31630,15th & East Capitol St NE,31610,Eastern Market / 7th & North Carolina Ave SE,W21717,Member
528862,83356,01/01/2018 10:53,02/01/2018 10:02,31107,Lamont & Mt Pleasant NW,31107,Lamont & Mt Pleasant NW,W23019,Casual
528863,220,01/01/2018 10:53,01/01/2018 10:57,31200,Massachusetts Ave & Dupont Circle NW,31229,New Hampshire Ave & T St NW,W00245,Member
528864,304,01/01/2018 10:54,01/01/2018 10:59,31111,10th & U St NW,31202,14th & R St NW,W21422,Member
528865,410,01/01/2018 10:55,01/01/2018 11:01,31509,New Jersey Ave & R St NW,31201,15th & P St NW,W00727,Member
528866,502,01/01/2018 10:58,01/01/2018 11:07,31298,15th & M St NW,31128,23rd & M St NW,W22215,Member
528867,129,01/01/2018 10:58,01/01/2018 11:01,31123,14th & Girard St NW,31119,14th & Belmont St NW,W21282,Member
528868,959,01/01/2018 10:59,01/01/2018 11:15,31213,17th & K St NW,31277,17th & G St NW,W21529,Casual
528869,923,01/01/2018 10:59,01/01/2018 11:15,31213,17th & K St NW,31277,17th & G St NW,W21480,Casual
528870,2443,01/01/2018 10:59,01/01/2018 11:40,31624,North Capitol St & F St NW,31267,17th St & Massachusetts Ave NW,W22415,Member
528871,310,01/01/2018 11:00,01/01/2018 11:06,31021,Clarendon Blvd & N Fillmore St,31089,Court House Metro / 15th & N Uhle St,W00367,Member
528872,304,01/01/2018 11:00,01/01/2018 11:05,31021,Clarendon Blvd & N Fillmore St,31089,Court House Metro / 15th & N Uhle St,W20917,Member
528873,428,01/01/2018 11:00,01/01/2018 11:08,31229,New Hampshire Ave & T St NW,31203,14th & Rhode Island Ave NW,W22775,Member
528874,240,01/01/2018 11:01,01/01/2018 11:05,31286,11th & O St NW,31241,Thomas Circle,W22490,Member
528875,534,01/01/2018 11:02,01/01/2018 11:11,31118,3rd & Elm St NW,31241,Thomas Circle,W21036,Member
528876,417,01/01/2018 11:03,01/01/2018 11:10,31918,Madison & Fairfax St,31041,Prince St & Union St,W20059,Member
528877,586,01/01/2018 11:07,01/01/2018 11:17,31201,15th & P St NW,31103,16th & Harvard St NW,W01467,Member
528878,122,01/01/2018 11:08,01/01/2018 11:10,31128,23rd & M St NW,31237,25th St & Pennsylvania Ave NW,W20955,Member
528879,206,01/01/2018 11:08,01/01/2018 11:12,31519,1st & O St NW,31281,8th & O St NW,W22952,Member
528880,3648,01/01/2018 11:09,01/01/2018 12:10,31638,1st & H St NW,31627,3rd & M St NE,W00542,Member
528881,1826,01/01/2018 11:11,01/01/2018 11:42,31285,22nd & P ST NW,31285,22nd & P ST NW,W22402,Casual
528882,483,01/01/2018 11:12,01/01/2018 11:20,31268,12th & U St NW,31239,Rhode Island & Connecticut Ave NW,W01300,Member
528883,253,01/01/2018 11:13,01/01/2018 11:17,31617,Bladensburg Rd & Benning Rd NE,31617,Bladensburg Rd & Benning Rd NE,W22962,Member
528884,295,01/01/2018 11:13,01/01/2018 11:18,31223,Convention Center / 7th & M St NW,31266,11th & M St NW,W22409,Member
528885,205,01/01/2018 11:15,01/01/2018 11:18,31089,Court House Metro / 15th & N Uhle St,31028,N Veitch & Key Blvd,W00367,Casual
528886,83,01/01/2018 11:15,01/01/2018 11:17,31000,Eads St & 15th St S,31000,Eads St & 15th St S,W22751,Member
528887,144,01/01/2018 11:15,01/01/2018 11:18,31089,Court House Metro / 15th & N Uhle St,31028,N Veitch & Key Blvd,W20250,Member
528888,404,01/01/2018 11:16,01/01/2018 11:23,31124,14th & Irving St NW,31400,Georgia & New Hampshire Ave NW,W20933,Member
528889,743,01/01/2018 11:17,01/01/2018 11:29,31245,7th & R St NW / Shaw Library,31255,24th & N St NW,W22673,Member
528890,336,01/01/2018 11:17,01/01/2018 11:23,31226,34th St & Wisconsin Ave NW,31225,C & O Canal & Wisconsin Ave NW,W01155,Member
528891,458,01/01/2018 11:18,01/01/2018 11:26,31304,36th & Calvert St NW / Glover Park,31305,Connecticut Ave & Newark St NW / Cleveland Park,W00124,Member
528892,599,01/01/2018 11:18,01/01/2018 11:28,31304,36th & Calvert St NW / Glover Park,31014,Lynn & 19th St North,W22137,Member
528893,743,01/01/2018 11:19,01/01/2018 11:32,31506,1st & Rhode Island Ave NW,31101,14th & V St NW,W22924,Member
528894,1109,01/01/2018 11:19,01/01/2018 11:38,31617,Bladensburg Rd & Benning Rd NE,31269,3rd St & Pennsylvania Ave SE,W21070,Member
528895,1095,01/01/2018 11:20,01/01/2018 11:38,31617,Bladensburg Rd & Benning Rd NE,31269,3rd St & Pennsylvania Ave SE,W22962,Member
528896,1129,01/01/2018 11:20,01/01/2018 11:38,31028,N Veitch & Key Blvd,31295,Potomac & M St NW,W20250,Member
528897,1282,01/01/2018 11:20,01/01/2018 11:41,31000,Eads St & 15th St S,31249,Jefferson Memorial,W22212,Member
528898,1132,01/01/2018 11:20,01/01/2018 11:39,31028,N Veitch & Key Blvd,31295,Potomac & M St NW,W00367,Casual
528899,95,01/01/2018 11:20,01/01/2018 11:21,31286,11th & O St NW,31281,8th & O St NW,W00204,Member
528900,833,01/01/2018 11:21,01/01/2018 11:35,31606,Potomac & Pennsylvania Ave SE,31615,6th & H St NE,W22615,Member
528901,3511,01/01/2018 11:22,01/01/2018 12:21,31001,18th & Eads St.,31001,18th & Eads St.,W20859,Member
528902,420,01/01/2018 11:23,01/01/2018 11:30,31509,New Jersey Ave & R St NW,31600,5th & K St NW,W22093,Member
528903,137,01/01/2018 11:23,01/01/2018 11:25,31128,23rd & M St NW,31246,M St & Pennsylvania Ave NW,W00428,Member
528904,180,01/01/2018 11:23,01/01/2018 11:26,31631,8th & F St NE,31623,Columbus Circle / Union Station,W21902,Member
528905,186,01/01/2018 11:23,01/01/2018 11:26,31126,11th & Girard St NW,31111,10th & U St NW,W21585,Member
528906,357,01/01/2018 11:25,01/01/2018 11:31,31201,15th & P St NW,31125,15th & W St NW,W21642,Member
528907,903,01/01/2018 11:25,01/01/2018 11:40,31620,5th & F St NW,31644,12th St & Pennsylvania Ave SE,W22782,Casual
528908,78618,01/01/2018 11:26,02/01/2018 09:17,31263,10th & K St NW,31256,10th & E St NW,W00517,Member
528909,509,01/01/2018 11:27,01/01/2018 11:36,31203,14th & Rhode Island Ave NW,31270,8th & D St NW,W22922,Member
528910,444,01/01/2018 11:28,01/01/2018 11:35,31280,11th & S St NW,31254,15th & K St NW,W23147,Member
528911,239,01/01/2018 11:28,01/01/2018 11:32,31029,N Veitch  & 20th St N,31089,Court House Metro / 15th & N Uhle St,W01172,Casual
528912,1036,01/01/2018 11:28,01/01/2018 11:46,31277,17th & G St NW,31258,Lincoln Memorial,W21529,Casual
528913,1042,01/01/2018 11:28,01/01/2018 11:46,31277,17th & G St NW,31258,Lincoln Memorial,W21480,Casual
528914,844,01/01/2018 11:29,01/01/2018 11:43,31400,Georgia & New Hampshire Ave NW,31122,16th & Irving St NW,W20618,Member
528915,644,01/01/2018 11:29,01/01/2018 11:40,31213,17th & K St NW,31636,New Jersey Ave & N St NW/Dunbar HS,W22553,Member
528916,491,01/01/2018 11:29,01/01/2018 11:37,31612,D St & Maryland Ave NE,31625,3rd & G St SE,W21782,Member
528917,532,01/01/2018 11:29,01/01/2018 11:38,31244,4th & E St SW,31232,7th & F St NW / National Portrait Gallery,W00408,Member
528918,293,01/01/2018 11:29,01/01/2018 11:34,31602,Park Rd & Holmead Pl NW,31400,Georgia & New Hampshire Ave NW,W01099,Member
528919,340,01/01/2018 11:30,01/01/2018 11:35,31201,15th & P St NW,31111,10th & U St NW,W01066,Member
528920,1328,01/01/2018 11:31,01/01/2018 11:53,31641,2nd St & Massachusetts Ave NE,31516,Rhode Island Ave Metro,W23248,Member
528921,332,01/01/2018 11:31,01/01/2018 11:36,31266,11th & M St NW,31223,Convention Center / 7th & M St NW,W01399,Member
528922,741,01/01/2018 11:31,01/01/2018 11:43,31266,11th & M St NW,31116,California St & Florida Ave NW,W22082,Casual
528923,872,01/01/2018 11:34,01/01/2018 11:49,31611,13th & H St NE,31223,Convention Center / 7th & M St NW,W22756,Member
528924,344,01/01/2018 11:34,01/01/2018 11:40,31641,2nd St & Massachusetts Ave NE,31645,6th & K St NE,W00198,Member
528925,764,01/01/2018 11:34,01/01/2018 11:47,31117,15th & Euclid St  NW,31255,24th & N St NW,W00918,Member
528926,1627,01/01/2018 11:34,01/01/2018 12:02,31632,15th & F St NE,31632,15th & F St NE,W23217,Member
528927,638,01/01/2018 11:34,01/01/2018 11:45,31233,17th & K St NW / Farragut Square,31101,14th & V St NW,W20952,Member
528928,738,01/01/2018 11:36,01/01/2018 11:48,31645,6th & K St NE,31228,8th & H St NW,W00218,Casual
528929,189,01/01/2018 11:37,01/01/2018 11:40,31266,11th & M St NW,31203,14th & Rhode Island Ave NW,W20862,Member
528930,902,01/01/2018 11:37,01/01/2018 11:52,31640,Maryland Ave & E St NE,31288,4th St & Madison Dr NW,W20031,Member
528931,699,01/01/2018 11:37,01/01/2018 11:49,31225,C & O Canal & Wisconsin Ave NW,31234,20th & O St NW / Dupont South,W01155,Member
528932,871,01/01/2018 11:38,01/01/2018 11:52,31640,Maryland Ave & E St NE,31288,4th St & Madison Dr NW,W00067,Member
528933,435,01/01/2018 11:38,01/01/2018 11:46,31119,14th & Belmont St NW,31201,15th & P St NW,W22372,Member
528934,1310,01/01/2018 11:39,01/01/2018 12:01,31406,14th & Upshur St NW,31224,19th & L St NW,W00499,Member
528935,197,01/01/2018 11:39,01/01/2018 11:43,31109,7th & T St NW,31281,8th & O St NW,W23285,Member
528936,869,01/01/2018 11:40,01/01/2018 11:54,31214,17th & Corcoran St NW,31107,Lamont & Mt Pleasant NW,W21523,Member
528937,342,01/01/2018 11:40,01/01/2018 11:46,31121,Calvert St & Woodley Pl NW,31229,New Hampshire Ave & T St NW,W23404,Member
528938,132,01/01/2018 11:41,01/01/2018 11:43,31237,25th St & Pennsylvania Ave NW,31246,M St & Pennsylvania Ave NW,W20513,Member
528939,886,01/01/2018 11:42,01/01/2018 11:57,31612,D St & Maryland Ave NE,31615,6th & H St NE,W23326,Member
528940,563,01/01/2018 11:44,01/01/2018 11:54,31126,11th & Girard St NW,31600,5th & K St NW,W23086,Member
528941,802,01/01/2018 11:45,01/01/2018 11:59,31282,16th & R St NW,31228,8th & H St NW,W21811,Member
528942,1902,01/01/2018 11:46,01/01/2018 12:18,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,W20494,Casual
528943,663,01/01/2018 11:46,01/01/2018 11:57,31307,3000 Connecticut Ave NW / National Zoo,31101,14th & V St NW,W20386,Member
528944,531,01/01/2018 11:47,01/01/2018 11:56,31600,5th & K St NW,31623,Columbus Circle / Union Station,W23002,Member
528945,737,01/01/2018 11:47,01/01/2018 12:00,31249,Jefferson Memorial,31258,Lincoln Memorial,W22212,Member
528946,620,01/01/2018 11:48,01/01/2018 11:58,31506,1st & Rhode Island Ave NW,31239,Rhode Island & Connecticut Ave NW,W23311,Member
528947,615,01/01/2018 11:48,01/01/2018 11:59,31506,1st & Rhode Island Ave NW,31239,Rhode Island & Connecticut Ave NW,W20960,Member
528948,735,01/01/2018 11:49,01/01/2018 12:01,31629,8th & East Capitol St NE,31218,L'Enfant Plaza / 7th & C St SW,W21777,Member
528949,738,01/01/2018 11:49,01/01/2018 12:01,31629,8th & East Capitol St NE,31218,L'Enfant Plaza / 7th & C St SW,W22909,Member
528950,277,01/01/2018 11:50,01/01/2018 11:54,31116,California St & Florida Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W21543,Member
528951,265,01/01/2018 11:50,01/01/2018 11:54,31116,California St & Florida Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W20842,Member
528952,1003,01/01/2018 11:51,01/01/2018 12:07,31307,3000 Connecticut Ave NW / National Zoo,31101,14th & V St NW,W20679,Member
528953,138,01/01/2018 11:52,01/01/2018 11:54,31281,8th & O St NW,31286,11th & O St NW,W22871,Member
528954,609,01/01/2018 11:52,01/01/2018 12:02,31305,Connecticut Ave & Newark St NW / Cleveland Park,31278,18th & R St NW,W01001,Member
528955,102,01/01/2018 11:52,01/01/2018 11:54,31266,11th & M St NW,31223,Convention Center / 7th & M St NW,W01162,Member
528956,264,01/01/2018 11:53,01/01/2018 11:57,31618,4th & East Capitol St NE,31623,Columbus Circle / Union Station,W20918,Member
528957,350,01/01/2018 11:54,01/01/2018 12:00,31278,18th & R St NW,31201,15th & P St NW,W21557,Member
528958,1399,01/01/2018 11:54,01/01/2018 12:17,31278,18th & R St NW,31278,18th & R St NW,W21628,Member
528959,773,01/01/2018 11:56,01/01/2018 12:09,31280,11th & S St NW,31285,22nd & P ST NW,W21907,Casual
528960,784,01/01/2018 11:56,01/01/2018 12:09,31128,23rd & M St NW,31266,11th & M St NW,W22215,Member
528961,1001,01/01/2018 11:56,01/01/2018 12:13,31296,Columbia & Ontario Rd NW,31230,Metro Center / 12th & G St NW,W20560,Member
528962,639,01/01/2018 11:57,01/01/2018 12:08,31119,14th & Belmont St NW,31267,17th St & Massachusetts Ave NW,W00706,Member
528963,390,01/01/2018 11:58,01/01/2018 12:04,31241,Thomas Circle,31285,22nd & P ST NW,W21286,Member
528964,1504,01/01/2018 11:58,01/01/2018 12:23,31267,17th St & Massachusetts Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W22383,Member
528965,198,01/01/2018 11:58,01/01/2018 12:01,31640,Maryland Ave & E St NE,31615,6th & H St NE,W22814,Member
528966,335,01/01/2018 11:59,01/01/2018 12:04,31200,Massachusetts Ave & Dupont Circle NW,31128,23rd & M St NW,W01422,Member
528967,1011,01/01/2018 11:59,01/01/2018 12:16,31281,8th & O St NW,31281,8th & O St NW,W20753,Member
528968,237,01/01/2018 12:00,01/01/2018 12:04,31615,6th & H St NE,31623,Columbus Circle / Union Station,W23142,Member
528969,980,01/01/2018 12:00,01/01/2018 12:16,31124,14th & Irving St NW,31519,1st & O St NW,W20822,Member
528970,123,01/01/2018 12:01,01/01/2018 12:03,31298,15th & M St NW,31203,14th & Rhode Island Ave NW,W22033,Member
528971,1596,01/01/2018 12:01,01/01/2018 12:28,31258,Lincoln Memorial,31288,4th St & Madison Dr NW,W22212,Member
528972,1556,01/01/2018 12:02,01/01/2018 12:28,31516,Rhode Island Ave Metro,31412,3rd St & Riggs Rd NE,W20097,Member
528973,1469,01/01/2018 12:03,01/01/2018 12:27,31049,Utah St & 11th St N,31225,C & O Canal & Wisconsin Ave NW,W21609,Member
528974,379,01/01/2018 12:03,01/01/2018 12:09,31257,22nd & I St NW / Foggy Bottom,31234,20th & O St NW / Dupont South,W20973,Member
528975,825,01/01/2018 12:03,01/01/2018 12:17,31229,New Hampshire Ave & T St NW,31503,Florida Ave & R St NW,W23404,Member
528976,546,01/01/2018 12:05,01/01/2018 12:14,31606,Potomac & Pennsylvania Ave SE,31269,3rd St & Pennsylvania Ave SE,W22789,Member
528977,597,01/01/2018 12:05,01/01/2018 12:15,31201,15th & P St NW,31266,11th & M St NW,W20491,Member
528978,256,01/01/2018 12:06,01/01/2018 12:11,31229,New Hampshire Ave & T St NW,31234,20th & O St NW / Dupont South,W00245,Member
528979,257,01/01/2018 12:07,01/01/2018 12:11,31214,17th & Corcoran St NW,31213,17th & K St NW,W00769,Member
528980,263,01/01/2018 12:07,01/01/2018 12:12,31017,Wilson Blvd & N Uhle St,31022,Clarendon Metro / Wilson Blvd & N Highland St,W01434,Member
528981,574,01/01/2018 12:08,01/01/2018 12:17,32029,Offutt Ln & Chevy Chase Dr,31317,Wisconsin Ave & Ingomar St NW,W20693,Member
528982,676,01/01/2018 12:08,01/01/2018 12:19,31401,14th St & Spring Rd NW,31229,New Hampshire Ave & T St NW,W20953,Member
528983,227,01/01/2018 12:09,01/01/2018 12:12,31267,17th St & Massachusetts Ave NW,31212,21st & M St NW,W23058,Member
528984,849,01/01/2018 12:09,01/01/2018 12:23,31101,14th & V St NW,31104,Adams Mill & Columbia Rd NW,W20386,Member
528985,487,01/01/2018 12:10,01/01/2018 12:18,31645,6th & K St NE,31519,1st & O St NW,W00349,Member
528986,481,01/01/2018 12:10,01/01/2018 12:18,31109,7th & T St NW,31267,17th St & Massachusetts Ave NW,W22095,Member
528987,237,01/01/2018 12:10,01/01/2018 12:14,31116,California St & Florida Ave NW,31125,15th & W St NW,W22512,Member
528988,588,01/01/2018 12:10,01/01/2018 12:20,31267,17th St & Massachusetts Ave NW,31600,5th & K St NW,W00568,Member
528989,586,01/01/2018 12:10,01/01/2018 12:20,31267,17th St & Massachusetts Ave NW,31600,5th & K St NW,W00706,Member
528990,215,01/01/2018 12:10,01/01/2018 12:14,31116,California St & Florida Ave NW,31125,15th & W St NW,W00055,Member
528991,1305,01/01/2018 12:11,01/01/2018 12:32,31215,Georgetown Harbor / 30th St NW,31247,Jefferson Dr & 14th St SW,W22868,Member
528992,225,01/01/2018 12:11,01/01/2018 12:15,31030,Lee Hwy & N Adams St,31017,Wilson Blvd & N Uhle St,W22046,Member
528993,1266,01/01/2018 12:11,01/01/2018 12:32,31215,Georgetown Harbor / 30th St NW,31247,Jefferson Dr & 14th St SW,W20770,Casual
528994,1222,01/01/2018 12:12,01/01/2018 12:32,31258,Lincoln Memorial,31247,Jefferson Dr & 14th St SW,W22777,Casual
528995,1215,01/01/2018 12:12,01/01/2018 12:32,31258,Lincoln Memorial,31247,Jefferson Dr & 14th St SW,W20606,Casual
528996,432,01/01/2018 12:14,01/01/2018 12:21,31283,14th & L St NW,31245,7th & R St NW / Shaw Library,W21374,Member
528997,257,01/01/2018 12:14,01/01/2018 12:18,31200,Massachusetts Ave & Dupont Circle NW,31229,New Hampshire Ave & T St NW,W20842,Member
528998,247,01/01/2018 12:15,01/01/2018 12:19,31615,6th & H St NE,31640,Maryland Ave & E St NE,W22814,Member
528999,439,01/01/2018 12:17,01/01/2018 12:24,31203,14th & Rhode Island Ave NW,31223,Convention Center / 7th & M St NW,W22496,Member
529000,747,01/01/2018 12:17,01/01/2018 12:29,31118,3rd & Elm St NW,31272,Washington & Independence Ave SW/HHS,W21925,Member
529001,1078,01/01/2018 12:17,01/01/2018 12:35,31506,1st & Rhode Island Ave NW,31602,Park Rd & Holmead Pl NW,W22635,Member
529002,951,01/01/2018 12:18,01/01/2018 12:33,31317,Wisconsin Ave & Ingomar St NW,31302,Wisconsin Ave & Newark St NW,W20693,Member
529003,552,01/01/2018 12:18,01/01/2018 12:27,31321,15th St & Constitution Ave NW,31235,19th St & Constitution Ave NW,W23166,Casual
529004,515,01/01/2018 12:18,01/01/2018 12:27,31321,15th St & Constitution Ave NW,31235,19th St & Constitution Ave NW,W00677,Casual
529005,385,01/01/2018 12:19,01/01/2018 12:25,31108,4th & M St SW,31208,M St & New Jersey Ave SE,W21399,Member
529006,364,01/01/2018 12:19,01/01/2018 12:25,31631,8th & F St NE,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W20677,Member
529007,262,01/01/2018 12:20,01/01/2018 12:25,31268,12th & U St NW,31281,8th & O St NW,W23087,Member
529008,317,01/01/2018 12:23,01/01/2018 12:29,31281,8th & O St NW,31503,Florida Ave & R St NW,W23276,Member
529009,517,01/01/2018 12:25,01/01/2018 12:34,31118,3rd & Elm St NW,31281,8th & O St NW,W21787,Casual
529010,1007,01/01/2018 12:26,01/01/2018 12:43,31607,14th & D St SE,31615,6th & H St NE,W22987,Member
529011,299,01/01/2018 12:27,01/01/2018 12:32,31117,15th & Euclid St  NW,31602,Park Rd & Holmead Pl NW,W21113,Member
529012,80,01/01/2018 12:27,01/01/2018 12:29,31300,Van Ness Metro / UDC,31318,Connecticut Ave & Yuma St NW,W20760,Member
529013,317,01/01/2018 12:28,01/01/2018 12:33,31608,8th & Eye St SE / Barracks Row,31628,1st & K St SE,W21655,Casual
529014,280,01/01/2018 12:28,01/01/2018 12:33,31505,Eckington Pl & Q St NE,31500,4th & W St NE,W22568,Member
529015,403,01/01/2018 12:29,01/01/2018 12:35,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31634,3rd & Tingey St SE,W22680,Member
529016,405,01/01/2018 12:29,01/01/2018 12:35,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31634,3rd & Tingey St SE,W22528,Member
529017,1130,01/01/2018 12:29,01/01/2018 12:48,31401,14th St & Spring Rd NW,31262,11th & F St NW,W21402,Member
529018,546,01/01/2018 12:30,01/01/2018 12:39,31232,7th & F St NW / National Portrait Gallery,31108,4th & M St SW,W20655,Member
529019,487,01/01/2018 12:31,01/01/2018 12:39,31125,15th & W St NW,31299,Connecticut Ave & R St NW,W22457,Member
529020,664,01/01/2018 12:31,01/01/2018 12:42,31113,Columbia Rd & Belmont St NW,31295,Potomac & M St NW,W20193,Member
529021,465,01/01/2018 12:31,01/01/2018 12:39,31125,15th & W St NW,31299,Connecticut Ave & R St NW,W20956,Member
529022,416,01/01/2018 12:33,01/01/2018 12:40,31612,D St & Maryland Ave NE,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W22804,Member
529023,927,01/01/2018 12:33,01/01/2018 12:49,31288,4th St & Madison Dr NW,31222,New York Ave & 15th St NW,W00067,Member
529024,718,01/01/2018 12:34,01/01/2018 12:46,31214,17th & Corcoran St NW,31230,Metro Center / 12th & G St NW,W01139,Member
529025,770,01/01/2018 12:35,01/01/2018 12:48,31902,Wilson Blvd & N Illinois St,31024,Virginia Square Metro / N Monroe St & 9th St N,W21956,Member
529026,737,01/01/2018 12:35,01/01/2018 12:47,31902,Wilson Blvd & N Illinois St,31024,Virginia Square Metro / N Monroe St & 9th St N,W21711,Member
529027,739,01/01/2018 12:35,01/01/2018 12:47,31902,Wilson Blvd & N Illinois St,31024,Virginia Square Metro / N Monroe St & 9th St N,W00552,Member
529028,2381,01/01/2018 12:35,01/01/2018 13:15,31050,Barton St & 10th St N,31125,15th & W St NW,W00885,Member
529029,657,01/01/2018 12:36,01/01/2018 12:46,31302,Wisconsin Ave & Newark St NW,31121,Calvert St & Woodley Pl NW,W20693,Member
529030,194,01/01/2018 12:37,01/01/2018 12:41,31241,Thomas Circle,31286,11th & O St NW,W23213,Member
529031,124,01/01/2018 12:39,01/01/2018 12:41,31124,14th & Irving St NW,31102,11th & Kenyon St NW,W22058,Member
529032,746,01/01/2018 12:41,01/01/2018 12:53,31228,8th & H St NW,31218,L'Enfant Plaza / 7th & C St SW,W01230,Casual
529033,1864,01/01/2018 12:41,01/01/2018 13:12,31602,Park Rd & Holmead Pl NW,31309,Fessenden St & Wisconsin Ave NW,W20147,Casual
529034,155,01/01/2018 12:41,01/01/2018 12:44,31089,Court House Metro / 15th & N Uhle St,31051,Arlington Blvd & N Queen St,W20506,Member
